,file_name,caption
105831,COCO_val2014_000000252137.jpg,A group of vegetables on top of  a dark surface.
162656,COCO_val2014_000000541108.jpg,Female tennis player about to hit the ball
80335,COCO_val2014_000000428111.jpg,a man that is on a skateboard that is on a ramp
18289,COCO_val2014_000000225945.jpg,Two people are standing in snow carrying ski poles and skis on their shoulders. 
48933,COCO_val2014_000000051773.jpg,a jockey is seen riding his horse on a grass field 
184916,COCO_val2014_000000323760.jpg,A bathroom with no walls and a toilet bowl
83867,COCO_val2014_000000017272.jpg,A group of lawn chairs sitting on top of a beach.
194429,COCO_val2014_000000031118.jpg,A city square decorated with a tree and lights
24246,COCO_val2014_000000279331.jpg,A dog sits on a tennis court next to tennis equipment. 
93207,COCO_val2014_000000317592.jpg,a group of people watching giraffes in the zoo
151568,COCO_val2014_000000465552.jpg,"A plate with spaghetti, red sauce, broccoli and a coca cola on the side."
15337,COCO_val2014_000000533958.jpg,A plate of food with a fried egg and colorful vegetables.
72612,COCO_val2014_000000254123.jpg,A plastic fork on top of a lid sitting on a bench.
75696,COCO_val2014_000000503663.jpg,A man brushing his teeth in the bathroom.
137419,COCO_val2014_000000435807.jpg,A group of friends sitting inside their living room.
154031,COCO_val2014_000000267112.jpg,Motorcycles are riding down the road toward the sun. 
40845,COCO_val2014_000000392004.jpg,A vase filled with purple flowers and green plants.
201925,COCO_val2014_000000000632.jpg,This room has a bed with blue sheets and a large bookcase
11221,COCO_val2014_000000134863.jpg,"A street with traffic lights, wall and buildings."
101645,COCO_val2014_000000187072.jpg,A very young boy and girl holding Wii controllers playing a video game.
146499,COCO_val2014_000000370331.jpg,the person is on his skateboard going up the ramp 
50089,COCO_val2014_000000111702.jpg,Three cakes are sitting in a row on a bakery table.
125489,COCO_val2014_000000274298.jpg,Two horses are standing behind a stone wall.
41176,COCO_val2014_000000188733.jpg,A compilation of pictures of old bathroom fixtures.
167053,COCO_val2014_000000467821.jpg,A bunch of kids standing on top of a skateboarding ramp.
179818,COCO_val2014_000000338219.jpg,a close up of some motorcycles parked on a grassy field
33572,COCO_val2014_000000237326.jpg,A group of horse racers approaching a turn on the track.
115785,COCO_val2014_000000404249.jpg, A young boy balancing himself on his skateboard.
29659,COCO_val2014_000000004592.jpg,a woman with a hat swinging a tennis racquet
170037,COCO_val2014_000000194598.jpg,There are many cars driving along the road at night.
87927,COCO_val2014_000000324710.jpg,Several black and white sheep near a sofa in a field.
20949,COCO_val2014_000000059532.jpg,A couple of motor bikes parked on top of a green surface.
155167,COCO_val2014_000000015567.jpg,Cat standing next to rocking chair on sheets with walls
102074,COCO_val2014_000000092826.jpg,a couple of plants sit in front of a window 
180615,COCO_val2014_000000052827.jpg,A bird stands on rocks across the water from a lighthouse.
68318,COCO_val2014_000000424351.jpg,"An open-air festival in India with umbrellas, women in saris, and an ascetic. "
153685,COCO_val2014_000000214123.jpg,Adults enjoying each others company in residential kitchen.
180517,COCO_val2014_000000575406.jpg,A tour bus is empty on a downtown road.
198518,COCO_val2014_000000398798.jpg,A person hitting a tennis ball on a court.
86761,COCO_val2014_000000341676.jpg,a couple of microwaves that are next to each other
91148,COCO_val2014_000000002562.jpg,A professional tennis player hits a ball as fans watch.
145755,COCO_val2014_000000218268.jpg,some people boats and birds in the water
103228,COCO_val2014_000000241728.jpg,a couple of people are in line at a vendor
172328,COCO_val2014_000000014547.jpg,A man smiles as he moves through the snow holding ski poles. 
109871,COCO_val2014_000000014600.jpg,Graffiti of a basketball player holding an umbrella
17083,COCO_val2014_000000226256.jpg,A green and white rain next to a phone booth.
85910,COCO_val2014_000000312144.jpg,A row of black chairs against a red wall with a clock.
139486,COCO_val2014_000000466263.jpg,there is a fire hydrant that is painted all silver
161814,COCO_val2014_000000138832.jpg,A orange is hanging on a branch on the tree.
174694,COCO_val2014_000000225867.jpg,The toilet is clean and ready for customers to use.
135369,COCO_val2014_000000157206.jpg,Six large suitcases stacked up against the wall.
118192,COCO_val2014_000000126671.jpg,A bathroom with a toilet and a striped shower curtain.
93804,COCO_val2014_000000227049.jpg,A city at night with people walking around.
23834,COCO_val2014_000000325027.jpg,A hand is lifting up the top bread of a sub sandwich.
58276,COCO_val2014_000000166505.jpg,A herd of cattle grazing on the side of a hill.
174290,COCO_val2014_000000131018.jpg,A girl is washing grapes in a sink.
138611,COCO_val2014_000000389974.jpg,A woman preparing food for cooking in her kitchen.
35221,COCO_val2014_000000235156.jpg,a man standing on a tennis court while people watch him 
9249,COCO_val2014_000000555412.jpg,A pizza with bacon bits and spinach leaves on it.
64411,COCO_val2014_000000329533.jpg,"Fruit, including oranges, apples and lemons, sits underneath hanging bananas."
58510,COCO_val2014_000000140713.jpg,Adult elephant standing close to a baby elephant 
138595,COCO_val2014_000000205577.jpg,A photograph of a kitchen inside a house.
50855,COCO_val2014_000000532809.jpg,a room with many screen and a very big map
83764,COCO_val2014_000000067534.jpg,A man wearing a collar shirt with a blue tie
137448,COCO_val2014_000000035435.jpg,a living room with a bright red couch next to a yellow wall 
1335,COCO_val2014_000000074711.jpg,Two ducks swim in a pond with green water.
68599,COCO_val2014_000000434412.jpg,A stuffed monkey that is sitting on some boxes.
113724,COCO_val2014_000000450223.jpg,Cars are parked in the lot of a gas station.
166472,COCO_val2014_000000311961.jpg,a little dog checking out a pet bed
80519,COCO_val2014_000000280888.jpg,A couple Of Girls are playing a soccer game
69658,COCO_val2014_000000209570.jpg,a peice of carrot cake that is on a plate
171257,COCO_val2014_000000050006.jpg,Boats are docked in a lake by a road.
3781,COCO_val2014_000000066523.jpg,A bed with white and gray bedding and netting overhead.
37305,COCO_val2014_000000266852.jpg,A group of flamingos standing next to each other in water.
165020,COCO_val2014_000000413626.jpg,Snow covered picnic benches overlooking a parking lot.
125678,COCO_val2014_000000137654.jpg,People preparing to ski down a snow covered slope.
96689,COCO_val2014_000000499242.jpg,Two men look down into a computer monitor on a desk.
4112,COCO_val2014_000000409251.jpg,A man in a brown shirt helping a lady with a Nintendo Wii controller.
145935,COCO_val2014_000000561411.jpg,A dog sitting upright with its hands on a laptop.
87061,COCO_val2014_000000210520.jpg,A table has colorful flowers and food on it.
14128,COCO_val2014_000000554735.jpg,A person grabbing a slice of pizza from a pizza box.
171719,COCO_val2014_000000082709.jpg,A dog is in the air with a frisbee in its mouth
199810,COCO_val2014_000000157581.jpg,a bunch of wine bottles sit on top of a table 
20395,COCO_val2014_000000213224.jpg,Two vases of fresh flowers sit on top of the table.
67785,COCO_val2014_000000581702.jpg,A close up of a red and black bird on a rock.
61656,COCO_val2014_000000482432.jpg,the edge of a sink with a toothbrush floss and lotion
173331,COCO_val2014_000000320944.jpg,Many people walk on the narrow street underneath many strings with flags on them.
77097,COCO_val2014_000000383443.jpg,"Large white bathroom showing sink, tub, TV, and countertops."
67040,COCO_val2014_000000566687.jpg,A pile of different types of vegetables on top of each other.
119862,COCO_val2014_000000413235.jpg,A cat on a chair holding a remote control.
92438,COCO_val2014_000000432421.jpg,A blurry shot of someone on a bicycle holding an umbrella 
141568,COCO_val2014_000000136734.jpg,A man riding on a skateboard up on to a ledge.
127107,COCO_val2014_000000062692.jpg,a woman is out on a court playing tennis
3768,COCO_val2014_000000385786.jpg,"Two beds with decorative wooden headboard and foot board, one is a double and one is a single"
201600,COCO_val2014_000000236432.jpg,There is a young boy throwing a baseball
9977,COCO_val2014_000000099581.jpg,a close up of a person holding an electronic device
128392,COCO_val2014_000000105647.jpg,many bikes parked on a fence near the street
5092,COCO_val2014_000000168909.jpg,A man and a woman eating dinner at a table.
83733,COCO_val2014_000000425160.jpg,The man has a green coat and blue tie. 
15282,COCO_val2014_000000016928.jpg,rusted scissors out in the field with grass growing around it.
143629,COCO_val2014_000000163333.jpg,A man standing by a large air gondola that is docked in a station
129928,COCO_val2014_000000149588.jpg,"A blue, yellow and red train driving through on a train track. "
48502,COCO_val2014_000000104758.jpg,a couple of elephants walking off a path
97368,COCO_val2014_000000459680.jpg,a woman is standing outside with an umbrella
190972,COCO_val2014_000000235808.jpg,Bundles of rope are on a cart in front of a train.
24575,COCO_val2014_000000416304.jpg,Two men play against each other in Wii Bowling.
42236,COCO_val2014_000000434867.jpg,An orange trolley is on the street next to a building with a lot of windows.
7444,COCO_val2014_000000383397.jpg,a woman sitting on a suitcase at the end of a motor home 
24432,COCO_val2014_000000004312.jpg,A man taking a photo of food on a table.
87801,COCO_val2014_000000202102.jpg,A woman sleeping on a plane with a window view of the wing.
37687,COCO_val2014_000000326593.jpg,Windows are open on the back of a truck. 
186679,COCO_val2014_000000240605.jpg,Here is a scale weighing a tan piece of luggage.
173677,COCO_val2014_000000088445.jpg,A vase in a case next to other items. 
91419,COCO_val2014_000000009800.jpg,A man holding a Nintendo Wii game controller.
138005,COCO_val2014_000000265552.jpg,Two women sitting on a blanket looking at cellular phones.
74746,COCO_val2014_000000528314.jpg,The person was standing on the snow skiing course in his skis.
84535,COCO_val2014_000000178413.jpg,people walking in snow on a ski slope
81769,COCO_val2014_000000375483.jpg,A young child holds a hair dryer to her hair.
88073,COCO_val2014_000000003983.jpg,a bunch of people are together in the snow 
202499,COCO_val2014_000000203138.jpg,The man looks up at a small child sitting on a refrigerator.
69619,COCO_val2014_000000034257.jpg,A market display case filled with different colored vegetables.
138830,COCO_val2014_000000535902.jpg,Two sings that are in a bathroom underneath a mirror.
22693,COCO_val2014_000000560266.jpg,Two adult bears play fight in the water.
10141,COCO_val2014_000000521282.jpg,Vase with a handle containing flowers sitting on table. 
107438,COCO_val2014_000000262466.jpg,A vase full of flowers sitting beside a blue piece of pottery.
188502,COCO_val2014_000000414212.jpg,A man showing off a toothbrush and other toiletries.
135323,COCO_val2014_000000209835.jpg,A woman looking down at a set of luggage to her right.
26563,COCO_val2014_000000577712.jpg,Three people stand in front of the giraffe zoo section.
197698,COCO_val2014_000000343703.jpg,A lone skier is skiing down a path.
156377,COCO_val2014_000000064621.jpg,A man is riding in a horse drawn carriage
104429,COCO_val2014_000000271576.jpg,a white dog is standing in a small boat
171611,COCO_val2014_000000099177.jpg,A couple laying under an umbrella at a park.
120621,COCO_val2014_000000102805.jpg,A man holding a white object in his hand.
134633,COCO_val2014_000000353898.jpg,A flock of doves and a man sitting in a park.
84550,COCO_val2014_000000446597.jpg,This image is of a batter taking a swing during a baseball game.
149829,COCO_val2014_000000363652.jpg,A silver fire hydrant at night with trash all around it
120510,COCO_val2014_000000100661.jpg,Four zebras are grazing on grass in a pasture.
63428,COCO_val2014_000000520694.jpg,A cat sitting on top of a suitcase on a bed.
10919,COCO_val2014_000000092115.jpg,A train sitting next to a platform in a tunnel.
64604,COCO_val2014_000000297676.jpg,The unnatural looking stance of a professional baseball pitcher
87401,COCO_val2014_000000545317.jpg,"A small, neat and clean yellow bathroom set up."
148769,COCO_val2014_000000196168.jpg,"A bathroom with a toilet, a urinal and a sink, all white"
18423,COCO_val2014_000000573791.jpg,A cup with food and a fork sitting in it.
53374,COCO_val2014_000000096354.jpg,Two black elephants seem somewhat distant near the small lake. 
54473,COCO_val2014_000000146253.jpg,"Group of Nordic skiers in full gear, with packs, following in line across a landscape."
150224,COCO_val2014_000000045633.jpg,A train is coming down the track in Hawaii.
160618,COCO_val2014_000000107641.jpg,Construction workers use a bulldozer and truck to move dirt.
93106,COCO_val2014_000000092768.jpg,A man sitting on a wooden bench playing a guitar in a park.
149219,COCO_val2014_000000484531.jpg,A young man posing beside his red racing motorcycle.
73115,COCO_val2014_000000143946.jpg,A stop sign near a street corner by a tree
22960,COCO_val2014_000000130791.jpg,The horse carriage is driving down the street.
178265,COCO_val2014_000000130043.jpg,two women are playing video games and a couch
70850,COCO_val2014_000000487685.jpg,Four guys in a room playing with a wii.
127903,COCO_val2014_000000022724.jpg,A view of a clock tower from across the way.
170702,COCO_val2014_000000493682.jpg,An intersection with a stop sign and highway signs.
112039,COCO_val2014_000000253767.jpg,there is a memorial of roberto clemente next to a baseball field
26315,COCO_val2014_000000430690.jpg,A green street light in between two buildings.
102109,COCO_val2014_000000302026.jpg,A vine of red peppers hanging off a cabinet.
34506,COCO_val2014_000000286760.jpg,A cake with frosting sitting on a pedestal.
94613,COCO_val2014_000000167128.jpg,A herd of elephants walking across a grass field.
36971,COCO_val2014_000000036990.jpg,A red and yellow bus parked while a man walks by. 
143977,COCO_val2014_000000067558.jpg,A white high tech toilet with an open seat.
61756,COCO_val2014_000000261115.jpg,A bathroom has blue carpet and a tub.
101478,COCO_val2014_000000030012.jpg,a very larg pizza with some nice toppings on it
195824,COCO_val2014_000000108953.jpg,A woman is looking at sheep off in a field
31560,COCO_val2014_000000008016.jpg,A fighter jet flying through a  cloudy sky.
134699,COCO_val2014_000000251736.jpg,A variety of signs on a street corner.
108865,COCO_val2014_000000013445.jpg,A railroad train passing underneath an under pass.
114855,COCO_val2014_000000173545.jpg,Two elephants hold people and stand near a tree.
108579,COCO_val2014_000000028114.jpg,City bus going down the street in an urban setting
123885,COCO_val2014_000000297944.jpg,Door to take out restaurant on street corner.
14792,COCO_val2014_000000323151.jpg,A beer sits untouched on a table with other food
93534,COCO_val2014_000000302318.jpg,People are sitting on the sidewalk and relaxing by the river.
85418,COCO_val2014_000000178446.jpg,A little girl taking a bite out a a giant burger.
124888,COCO_val2014_000000196295.jpg,A herd of adult elephants with a baby elephant waling through a forest.
163264,COCO_val2014_000000367872.jpg,A baseball player taking  a swing at a ball
44031,COCO_val2014_000000473215.jpg,A hot fudge sundae with a red cherry on top. 
93104,COCO_val2014_000000092768.jpg,A man sitting on a bench holding a wooden guitar.
55035,COCO_val2014_000000029524.jpg,A woman catches a soccer ball during a game. 
143815,COCO_val2014_000000451896.jpg,A bicycle leaning on a building near a train track.
45142,COCO_val2014_000000207507.jpg,THERE ARE TELEPHONES THAT ARE ON DISPLAY 
88886,COCO_val2014_000000226567.jpg,A row of parked vehicles in front of a tall building.
105694,COCO_val2014_000000343410.jpg,The plate has broccoli and slices of tomato and onion.
163281,COCO_val2014_000000021029.jpg,three baseball players and one is hitting the ball
184205,COCO_val2014_000000022196.jpg,A building with a clock on the outside of it and a compass on top of it.
150549,COCO_val2014_000000351975.jpg,A cat lays its head on the laptop keyboard. 
41910,COCO_val2014_000000214255.jpg,A street scene looking at cars and an intersection in the background.
34032,COCO_val2014_000000321663.jpg,A person in a costume skiing down a snowy slope.
109353,COCO_val2014_000000142484.jpg,A striped cat is laying on a kitchen chair.
111010,COCO_val2014_000000380711.jpg,A male walking out of the water holding a surf board.
123834,COCO_val2014_000000288075.jpg,two benches near each other in a field near water 
147832,COCO_val2014_000000571657.jpg,black and white photo of boys playing on a street sidewalk
192257,COCO_val2014_000000054123.jpg,A group of zebra grazing grass with a backdrop of bushes.
79569,COCO_val2014_000000328668.jpg,Several young men playing a game of Frisbee together.
156169,COCO_val2014_000000094376.jpg,A large black and brown dog sitting in  a dog bead.
132102,COCO_val2014_000000553547.jpg,Two cats sleeping on top of a bed next to pillows.
170122,COCO_val2014_000000434316.jpg,A picture of a empty street very late at night.
40451,COCO_val2014_000000263292.jpg,A large clock is underneath the sign of a spacious station.
31060,COCO_val2014_000000571635.jpg,"A bathroom with a toilet, sink, and shower."
170726,COCO_val2014_000000027932.jpg,A baseball cap and catchers mitt sitting on the ground.
53950,COCO_val2014_000000557220.jpg,Two zebras are looking at the plants on the ground.
5102,COCO_val2014_000000510657.jpg,A group of young men and women sitting at a table.
162571,COCO_val2014_000000139113.jpg,A man in a purple shirt holding a soccer ball next to other soccer players.
1653,COCO_val2014_000000324383.jpg,A cat laying down in a open suitcase on a bed.
183084,COCO_val2014_000000149469.jpg,a cheese pizza cut into many slices on a table
103779,COCO_val2014_000000156759.jpg,A group of people standing outside of a white store.
31212,COCO_val2014_000000300245.jpg,A white sink and toilet in a room.
132355,COCO_val2014_000000542150.jpg,There is toothpaste on the bristles of a pink toothbrush on the counter in front of a sculpture made of miniature Amazon boxes.
194897,COCO_val2014_000000227460.jpg,A person riding a bike next to a large body of water.
70573,COCO_val2014_000000060332.jpg,A pizza cutter is designed to look like the Enterprise
21138,COCO_val2014_000000328368.jpg,an old man with a white dog on a leash and a bench
141369,COCO_val2014_000000423309.jpg,A skillet of food has broccoli as one of its ingredients.
50897,COCO_val2014_000000135210.jpg,A child holding a Motorola cell phone in its hand 
168259,COCO_val2014_000000163117.jpg,Large crowd gathered to watch decorative a fleet of decorative kites.
142966,COCO_val2014_000000368949.jpg,A little girl sitting on a bench in front of some ivy with her stuffed animal
11290,COCO_val2014_000000443334.jpg,some giraffes leaning their necks over a fence 
110728,COCO_val2014_000000022492.jpg,A very up close shot of a tasty hamburger and french fries.
86492,COCO_val2014_000000263723.jpg,A pizza cut into four sitting on top of a wooden cutting board.
182462,COCO_val2014_000000184951.jpg,"Chicken, broccoli, and macaroni and cheese served an on orange plate. "
139831,COCO_val2014_000000184324.jpg,A group of people walking across a busy city street.
56359,COCO_val2014_000000151877.jpg,A large construction vehicle is stopped on the road by a policeman.
30526,COCO_val2014_000000550893.jpg,A large clock mounted to the side of a tall building.
106854,COCO_val2014_000000561901.jpg,A young girl is holding a ball in the field
163372,COCO_val2014_000000509867.jpg,A woman standing on a tennis court with a  tennis racquet.
54014,COCO_val2014_000000392850.jpg,A pile of fruit sitting on top of a wooden table.
91743,COCO_val2014_000000167044.jpg,An irregularly shaped pizza is placed in between two forks
130781,COCO_val2014_000000241837.jpg,A man with a skateboard and a dog in a park.
180547,COCO_val2014_000000237256.jpg,A group of lambs that are standing in the grass.
57075,COCO_val2014_000000180784.jpg,Small airplanes are parked on a grassy field.
69297,COCO_val2014_000000388654.jpg,Baseball pitchers have their own unique stance when throwing a ball.
177288,COCO_val2014_000000388464.jpg,A man is skateboarding down an open road.
109854,COCO_val2014_000000022874.jpg,A dog lies on his side on a throw rug
6175,COCO_val2014_000000495734.jpg,The giraffes are standing together on the grass
115739,COCO_val2014_000000521655.jpg,a person skiing down part of a marked race course 
148830,COCO_val2014_000000242907.jpg,"Inside a bathroom stall with a toilet, toilet seat covers and a decorated wall."
44922,COCO_val2014_000000134551.jpg,A black and white picture of a person on a tennis court through the fence
140257,COCO_val2014_000000416758.jpg,Several cows are gathered together in a grassy field. 
41011,COCO_val2014_000000237568.jpg,Person on a motorcycle coming up to a stop sign on the street.
84335,COCO_val2014_000000575776.jpg,Two animals in the middle of a field.
56439,COCO_val2014_000000466986.jpg,A man in a kitchen smiles towards a camera
19485,COCO_val2014_000000284257.jpg,A man in white shirt playing a game with Nintendo Wii controller.
80773,COCO_val2014_000000119581.jpg,A dog laying down on a blanket next to some books
6977,COCO_val2014_000000055241.jpg,a brown cow standing next some other cows 
31455,COCO_val2014_000000028675.jpg,the bike is coming down the street with his lights on
136498,COCO_val2014_000000450559.jpg,A boy who is skateboarding does a trick. 
70599,COCO_val2014_000000189775.jpg,Competior preparing to return volley during tennis match.
54287,COCO_val2014_000000390086.jpg,"A plate contains olives, mushrooms, broccoli, and bread."
49370,COCO_val2014_000000553852.jpg,there is a young boy that is riding a skateboard
62661,COCO_val2014_000000270381.jpg,A empty bench in a grassy field with yellow flowers surrounding it and a lake and mountains in the background.
152897,COCO_val2014_000000533123.jpg,A woman holding a baby boy in her hands.
149237,COCO_val2014_000000292156.jpg,a man with tribal markings sits smiling taking something from a standing man
130686,COCO_val2014_000000516022.jpg,There are three elephants standing beside a pool of water. 
106387,COCO_val2014_000000325598.jpg,A black cat sleeping on a white bedspread.
187392,COCO_val2014_000000068973.jpg,A bunch of people skiing on the snow during the day.
53576,COCO_val2014_000000518163.jpg,A group of people standing with luggage by their car
24037,COCO_val2014_000000468022.jpg,a person in a sweater holding a cake over a paper plate
192593,COCO_val2014_000000363387.jpg,Pictures with various shades of green are arranged in a grid pattern.
178030,COCO_val2014_000000146675.jpg,Two tennis players talking on a tennis court
13005,COCO_val2014_000000341389.jpg,Skiers are going down a steep slope on a cloudy day. 
10251,COCO_val2014_000000077296.jpg,An old man is sleeping on a park bench.
12737,COCO_val2014_000000197163.jpg,Three zebra standing on a road in a grassy field.
48521,COCO_val2014_000000083766.jpg,a number of luggage bags piled on one another 
93785,COCO_val2014_000000137677.jpg,a bird with a large sing span flying over trees
126502,COCO_val2014_000000010138.jpg,a man is sitting in front of a small cake
105449,COCO_val2014_000000540498.jpg,Two men holding oranges on a city street. 
92969,COCO_val2014_000000149052.jpg,Two small airplanes parked on a lush green field.
123137,COCO_val2014_000000023696.jpg,a line of toilets that are next to a wall
141941,COCO_val2014_000000233266.jpg,The man squats down while surfing through a wave.
9754,COCO_val2014_000000414296.jpg,That clock seems to be mounted on a building.
40636,COCO_val2014_000000275111.jpg,A person walking while using a cellular phone.
87066,COCO_val2014_000000462289.jpg,"A girl sits at an outdoor table, there are lobsters in a bowl on the table, and trees and water in the background. "
92999,COCO_val2014_000000432529.jpg,there are two giraffes standing very close to each other
171435,COCO_val2014_000000385222.jpg,A young man wearing a ring adjusting his tie
178303,COCO_val2014_000000052257.jpg,this is a table in the middle of a room
49716,COCO_val2014_000000423464.jpg,a kid in jeans doing a skatboard trick down steps
130959,COCO_val2014_000000020147.jpg,Two zebra stand next to a herd of antelope.
35467,COCO_val2014_000000370038.jpg,Scantily clad couple in kitchen with pan of cookies.
27365,COCO_val2014_000000452772.jpg,Two cows sitting in the grass under a tree.
101698,COCO_val2014_000000313603.jpg,A close-up of headphones next to a keyboard on a desk.
190193,COCO_val2014_000000234239.jpg,A motorcycle is parked in a parking garage. 
119245,COCO_val2014_000000109516.jpg,A red-crested wood-pecker on a lichen covered tree.
29366,COCO_val2014_000000546188.jpg,A surfboard rider rides a small sized wave.
137593,COCO_val2014_000000459440.jpg,A white paper scibbled with blue ink near a computer keyboard.
20302,COCO_val2014_000000285160.jpg,Couple walking past outdoor display racks of assorted clothing.
172408,COCO_val2014_000000284106.jpg,A play of food next to a bowl of rice and chopsticks. 
96156,COCO_val2014_000000314125.jpg,a plate of vegetables sits next to a trey of pizza 
105642,COCO_val2014_000000102641.jpg,A table with a lamp next to apples sitting on top of each other.
99278,COCO_val2014_000000157559.jpg,A few cows grazing in an open field.
100351,COCO_val2014_000000224289.jpg,A photo of fruit is partially in color and partially in black and white.
120688,COCO_val2014_000000015956.jpg,A woman exercising a brown horse in a riding ring.
104327,COCO_val2014_000000517610.jpg,A cat sticking it's head out of a window behind flowers in a planter.
50277,COCO_val2014_000000145512.jpg,A living room decorated for Halloween with a large window with closed blinds.
154126,COCO_val2014_000000089329.jpg,Professional motorcycle racer in extreme lean on a race course.
126664,COCO_val2014_000000497668.jpg,A surf board rider being pushes by ocean waves.
132008,COCO_val2014_000000284648.jpg,A person riding a large wave in the ocean on a surfboard.
32211,COCO_val2014_000000029465.jpg,"A grey bird in the middle of a snow-covered ground"
194901,COCO_val2014_000000094536.jpg,A cat that is by a bicycle wheel.
6038,COCO_val2014_000000029393.jpg,a brown and white dog a fence and a tree
104537,COCO_val2014_000000466784.jpg,A group of people in ties are posing for a picture.
62495,COCO_val2014_000000260199.jpg,a tall red bus is coming down some tracks
100420,COCO_val2014_000000308793.jpg,two men standing in some sand walking up a hill
